dataset_variant,config_name,model_class,scaler,resampling,pca,mean,std,count,generalization_score,range,cv_ratio
IMPUTED,config_strat80,LogisticRegression,maxabs,undersample,off,0.41437752499630903,0.19892699033692482,240,0.2154505346593842,0.717973623597536,0.48006220978972425
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,robust,smoteenn,on,0.3760389270828677,0.1609274009486627,1680,0.21511152613420498,0.8860337870585578,0.4279541009146618
STRICT,config_random80,KNeighborsClassifier,none,smote,off,0.37229738441521093,0.15753341949648944,1264,0.2147639649187215,0.7462164613005271,0.42313866841674513
STRICT,config_random80,KNeighborsClassifier,maxabs,undersample,on,0.3765937419622192,0.16215826913421286,4417,0.21443547282800632,0.9106728459769382,0.4305920440666297
IMPUTED,config_random80,SVC,standard,none,off,0.3550488615857715,0.14083881828094313,120,0.21421004330482835,0.5939957079367792,0.3966744679926816
STRICT,config_strat80,QuadraticDiscriminantAnalysis,standard,undersample,on,0.3709502589176396,0.15688193157906175,840,0.21406832733857786,0.7434604782231877,0.42291905129494334
IMPUTED,config_strat80,KNeighborsClassifier,robust,undersample,on,0.3745354193906808,0.16114938247100957,4480,0.21338603691967123,0.9407543046325685,0.43026473366171386
STRICT,config_loo,KNeighborsClassifier,robust,smote,on,0.2859489522070993,0.07309453622604949,894,0.21285441598104982,0.3825964841227736,0.25562092695870614
STRICT,config_random80,SVC,robust,smote,on,0.41205185528481114,0.1992196414634888,3192,0.21283221382132234,1.1038355153089967,0.4834819669135763
STRICT,config_strat80,KNeighborsClassifier,robust,smoteenn,off,0.35821915400219023,0.1454234168140173,1280,0.21279573718817293,0.8260813821716652,0.4059621468848875
STRICT,config_strat80,GaussianNB,maxabs,undersample,on,0.38363824179038764,0.17120618305046761,840,0.21243205873992002,0.6947600896752019,0.4462698563403679
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,robust,undersample,on,0.39148868959375865,0.17946965319694114,840,0.21201903639681752,0.8817406938378389,0.4584287055219241
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,robust,smote,on,0.36081436391227684,0.14880545383687646,1680,0.21200891007540038,1.0143112758815511,0.41241554860342217
IMPUTED,config_random80,RandomForestClassifier,robust,smote,off,0.36837805150393527,0.15676884191828436,5760,0.2116092095856509,0.7105404613087904,0.4255650988930041
STRICT,config_strat80,KNeighborsClassifier,standard,undersample,on,0.35845071560799746,0.14730891687867143,4480,0.21114179872932604,0.9664157142288494,0.4109600301084872
STRICT,config_strat80,SVC,none,undersample,off,0.3611816534168834,0.1501121368813112,240,0.2110695165355722,0.7566444492037344,0.4156139589627733
STRICT,config_random80,LogisticRegression,robust,none,on,0.4132421490306389,0.20221464764948763,840,0.21102750138115126,1.0139674582275178,0.48933693749253754
IMPUTED,config_random80,LogisticRegression,maxabs,smoteenn,off,0.38989139093738634,0.179021386170043,480,0.21087000476734333,0.7624437362098716,0.4591570635597658
IMPUTED,config_kfold,KNeighborsClassifier,robust,none,on,0.28215148141307167,0.07128564664274356,4473,0.2108658347703281,0.5050755073158381,0.2526502653316957
STRICT,config_kfold,QuadraticDiscriminantAnalysis,robust,none,on,0.29886011890248443,0.08880603653266599,840,0.21005408236981843,0.4305238750114436,0.2971491708522095
STRICT,config_loo,QuadraticDiscriminantAnalysis,maxabs,smoteenn,on,0.3018252231985944,0.09221867020598223,164,0.20960655299261216,0.391283086300253,0.30553665869503677
STRICT,config_strat80,SVC,standard,none,on,0.371495771630749,0.16192216821617303,840,0.20957360341457595,0.8310051482386704,0.4358654406896367
STRICT,config_random80,SVC,maxabs,smote,off,0.4127988361392432,0.2033946286945343,456,0.20940420744470886,0.9211323729436768,0.4927209354483894
IMPUTED,config_random80,GaussianNB,maxabs,smoteenn,on,0.36166367445184017,0.15238815951420787,1680,0.2092755149376323,0.778825903618446,0.42135323583485895
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,none,smote,off,0.2554800553186157,0.0464212480414738,480,0.20905880727714188,0.2553425764388098,0.1817020431735099
STRICT,config_strat80,SVC,maxabs,smoteenn,off,0.403412081312097,0.19461394785135055,480,0.20879813346074644,0.8412698412698413,0.4824197312543766
STRICT,config_random80,LinearDiscriminantAnalysis,robust,smote,on,0.41630589477634145,0.2076673569842762,560,0.20863853779206523,1.0759031918590216,0.49883357307694287
IMPUTED,config_random80,LogisticRegression,maxabs,undersample,off,0.38217959933539836,0.1736410613274855,240,0.20853853800791286,0.7125253031944253,0.45434413984797556
IMPUTED,config_random80,KNeighborsClassifier,maxabs,none,on,0.3539804742781555,0.1458132149563096,2240,0.20816725932184588,0.919249860843106,0.41192445784941956
STRICT,config_random80,KNeighborsClassifier,standard,smoteenn,on,0.36057613535657956,0.15249036500931293,8848,0.20808577034726664,0.9003680148378911,0.4229075361809864
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,standard,smote,off,0.3507450845912993,0.14286727955857106,240,0.20787780503272826,0.7222297737353062,0.4073251082764142
STRICT,config_random80,QuadraticDiscriminantAnalysis,standard,none,on,0.3809943155369977,0.1732856749764678,420,0.2077086405605299,0.8546866029262277,0.45482483047608707
STRICT,config_random80,QuadraticDiscriminantAnalysis,standard,undersample,off,0.36065684011414834,0.15299812883200803,120,0.2076587112821403,0.7598082621153318,0.42422078778149314
STRICT,config_strat80,GaussianNB,none,smote,off,0.36182298709242916,0.15449535577300744,240,0.20732763131942172,0.5540788127738961,0.42699154361229397
IMPUTED,config_strat80,KNeighborsClassifier,standard,undersample,off,0.3845438535604323,0.17740421606309817,640,0.20713963749733413,0.7398315699325279,0.46133676151767833
STRICT,config_random80,KNeighborsClassifier,none,smoteenn,off,0.35664073444624694,0.14986706271381872,1264,0.20677367173242822,0.7033303160589411,0.42021857919992245
IMPUTED,config_random80,KNeighborsClassifier,robust,smoteenn,on,0.3749685320768098,0.1682095280761301,8960,0.2067590040006797,0.9459926602370674,0.4485963852605997
IMPUTED,config_random80,RandomForestClassifier,standard,smote,off,0.35390478983358775,0.14762456274406943,5760,0.20628022708951832,0.7919347632909219,0.41713072833369985
STRICT,config_random80,SVC,robust,undersample,on,0.3976650173643858,0.19145013797750482,1596,0.206214879386881,1.0622070256290557,0.4814357049719475
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,robust,smote,off,0.34890313418953883,0.14275301598097262,240,0.2061501182085662,0.7222297737353062,0.4091479897782265
STRICT,config_strat80,GaussianNB,maxabs,smoteenn,on,0.38391341257666634,0.17780715764525495,1680,0.20610625493141138,0.8295577853219501,0.46314390646549086
STRICT,config_strat80,SVC,robust,undersample,on,0.41198361516548815,0.20623443551507747,1680,0.20574917965041067,1.1715828819097789,0.5005889261693962
STRICT,config_random80,GaussianNB,maxabs,smoteenn,off,0.33168116613544557,0.12607986674984312,228,0.20560129938560245,0.5110291340323085,0.3801236838945418
IMPUTED,config_random80,KNeighborsClassifier,maxabs,smote,off,0.3541077383135949,0.14858547038433245,1280,0.20552226792926243,0.784896841853148,0.41960526220623395
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,maxabs,smote,on,0.31318338276343405,0.10775578629849826,168,0.2054275964649358,0.4192150882218791,0.3440661038516612
IMPUTED,config_random80,KNeighborsClassifier,maxabs,smoteenn,on,0.357200336206116,0.15222289442853681,8960,0.2049774417775792,0.8165949807809287,0.42615551834391147
IMPUTED,config_strat80,KNeighborsClassifier,none,none,off,0.3568566597479006,0.15203217388684515,320,0.20482448586105545,0.7398315699325279,0.4260314883691604
STRICT,config_random80,QuadraticDiscriminantAnalysis,standard,none,off,0.3818277957683066,0.17724191110086235,60,0.20458588466744426,0.7128726847826363,0.4641933171581172
STRICT,config_strat80,QuadraticDiscriminantAnalysis,robust,smoteenn,on,0.3724922431012247,0.16858857514047923,1680,0.20390366796074547,0.9599904280617213,0.45259620371387255
IMPUTED,config_random80,SVC,maxabs,smoteenn,on,0.4128321931298638,0.2091325595000802,3360,0.2036996336297836,1.5110025092856523,0.5065800656546515
IMPUTED,config_strat80,RandomForestClassifier,none,smoteenn,off,0.3810648307674085,0.17737571212002753,5760,0.20368911864738096,0.7866349363013665,0.46547384538956
STRICT,config_strat80,KNeighborsClassifier,standard,undersample,off,0.35254218815524585,0.1493036293135231,640,0.20323855884172276,0.6123724356957946,0.4235057089047612
IMPUTED,config_random80,RandomForestClassifier,none,smote,off,0.3625127956654239,0.15942864379026397,5760,0.2030841518751599,0.7105404613087904,0.4397876314893072
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,maxabs,smoteenn,on,0.30078075345653327,0.09796423104062452,168,0.20281652241590875,0.39202254864680564,0.32569979932170634
STRICT,config_strat80,KNeighborsClassifier,robust,smoteenn,on,0.3570819351252739,0.1543840907033482,8960,0.20269784442192573,1.064229055321185,0.43234920480977596
IMPUTED,config_strat80,KNeighborsClassifier,robust,undersample,off,0.3719768543634471,0.16938475753240256,640,0.2025920968310445,0.8154372514343852,0.4553637021912712
STRICT,config_strat80,LogisticRegression,robust,none,on,0.40868520167734507,0.20638224151876877,840,0.2023029601585763,1.118689032996783,0.5049907377896852
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,standard,none,off,0.3561423146227303,0.15406890563894274,60,0.2020734089837876,0.5742740288620433,0.43260488662278573
STRICT,config_strat80,LogisticRegression,maxabs,undersample,off,0.35032851311743113,0.1482739258301765,240,0.20205458728725462,0.7566444492037344,0.4232425288788146
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,standard,none,on,0.35692134978148693,0.15516959471624445,420,0.20175175506524248,0.8891282557121091,0.4347445027069459
STRICT,config_random80,LinearDiscriminantAnalysis,robust,smoteenn,on,0.3852303627507045,0.1836069602621052,560,0.20162340248859928,0.9061030445113443,0.476616014768606
IMPUTED,config_random80,KNeighborsClassifier,standard,none,off,0.32563400675680015,0.12506757921872197,320,0.20056642753807818,0.6538037157446849,0.38407407280446826
IMPUTED,config_strat80,LogisticRegression,maxabs,smoteenn,off,0.3983980232939281,0.19796501714432643,480,0.20043300614960166,0.8643121965600912,0.4969026088723156
STRICT,config_random80,SVC,maxabs,smote,on,0.42500913703302523,0.22463635547721988,3192,0.20037278155580535,1.1410190187044416,0.5285447674028819
IMPUTED,config_strat80,KNeighborsClassifier,maxabs,smoteenn,on,0.3844153506160595,0.1841455578253958,8960,0.20026979279066373,0.9559466470964066,0.4790275870364861
STRICT,config_kfold,KNeighborsClassifier,robust,none,on,0.2783553775469609,0.07838902157413051,4480,0.19996635597283036,0.5011909731890629,0.2816148991441907
IMPUTED,config_loo,KNeighborsClassifier,robust,none,on,0.27938645163307896,0.07956117923540217,224,0.19982527239767678,0.4354992321359366,0.28477107164770704
IMPUTED,config_random80,GaussianNB,standard,smoteenn,on,0.3444453648152034,0.14576649600428307,1680,0.1986788688109203,0.7759348239861874,0.4231919221281654
STRICT,config_random80,QuadraticDiscriminantAnalysis,robust,smote,off,0.3328729524795208,0.1343756819781326,240,0.1984972705013882,0.6057907300020065,0.4036845919056753
IMPUTED,config_random80,RandomForestClassifier,maxabs,smote,off,0.35981948067945224,0.16165165654083918,5760,0.19816782413861306,0.6793529573580475,0.4492576561880142
IMPUTED,config_random80,LogisticRegression,robust,none,on,0.3949573824532307,0.19680884463351755,840,0.19814853781971314,0.977438708501796,0.49830400285484694
STRICT,config_strat80,KNeighborsClassifier,standard,smote,on,0.3319047763303818,0.1337667086565296,8960,0.1981380676738522,0.8606038304479343,0.40302736867931266
STRICT,config_random80,QuadraticDiscriminantAnalysis,standard,smote,off,0.3363795014824337,0.1386002384613359,240,0.19777926302109777,0.6187997608896401,0.41203532870023546
IMPUTED,config_strat80,GaussianNB,robust,none,on,0.40690276160931904,0.2091923237984685,420,0.19771043781085054,0.803172138979618,0.5141088818643139
STRICT,config_loo,QuadraticDiscriminantAnalysis,robust,none,on,0.28879154916963656,0.0911198386767541,42,0.19767171049288246,0.3025327061330986,0.3155211395165521
STRICT,config_random80,SVC,maxabs,smoteenn,off,0.40179758650815023,0.20420427475893477,456,0.19759331174921546,1.238157974721989,0.5082267331010775
STRICT,config_strat80,KNeighborsClassifier,robust,undersample,off,0.3517884527660691,0.15485663968518157,640,0.19693181308088756,0.6705032370204012,0.44019818862035676
STRICT,config_random80,RandomForestClassifier,robust,smoteenn,off,0.34475499812201094,0.1479554894010546,5472,0.19679950872095633,0.7923629288662593,0.42916126004558236
STRICT,config_random80,QuadraticDiscriminantAnalysis,standard,smoteenn,on,0.3442558152599302,0.14768050538756392,1680,0.1965753098723663,0.764347121436839,0.42898478062326356
STRICT,config_random80,LinearDiscriminantAnalysis,robust,none,on,0.41246614626936096,0.21599576736886594,140,0.196470378900495,0.9411346997800207,0.5236690800505357
STRICT,config_strat80,QuadraticDiscriminantAnalysis,standard,smoteenn,on,0.37303837721569566,0.17662341643805704,1680,0.19641496077763862,1.1111111111111112,0.4734725090655514
IMPUTED,config_strat80,KNeighborsClassifier,none,smote,off,0.35017197642145653,0.1542534143910867,1280,0.19591856203036984,0.938282809187061,0.44050759277616175
STRICT,config_strat80,QuadraticDiscriminantAnalysis,robust,smoteenn,off,0.36629324620787324,0.17047675190247058,240,0.19581649430540266,0.8310051482386704,0.46541057927593943
IMPUTED,config_random80,GaussianNB,robust,undersample,on,0.4115326228418106,0.21625076103147714,840,0.19528186181033344,0.9850609389058037,0.5254765941474389
IMPUTED,config_strat80,RandomForestClassifier,standard,smoteenn,off,0.3755137276727063,0.1804470011156165,5760,0.1950667265570898,0.9365873515321755,0.4805337004161194
STRICT,config_random80,QuadraticDiscriminantAnalysis,robust,smote,on,0.3288419624089026,0.1338458799626542,1680,0.19499608244624841,0.7067808061798638,0.4070218988543253
IMPUTED,config_random80,GaussianNB,standard,none,on,0.3562025826838139,0.16278942135852004,420,0.19341316132529385,0.6546536707079772,0.4570135907830331
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,robust,none,off,0.32981004539805336,0.13662157875133088,60,0.19318846664672248,0.5742740288620433,0.4142432307858906
STRICT,config_random80,KNeighborsClassifier,standard,undersample,on,0.3638533254852008,0.17069915895193816,4424,0.19315416653326262,0.9838488045075465,0.4691427753870594
IMPUTED,config_strat80,KNeighborsClassifier,maxabs,none,on,0.35548933546674716,0.16245564138788696,2240,0.1930336940788602,0.8860337870585578,0.45699160334750244
IMPUTED,config_random80,KNeighborsClassifier,robust,smote,on,0.3580166617625413,0.1654777218324665,8960,0.19253893993007481,0.9427626899212572,0.4622067616010048
STRICT,config_random80,GaussianNB,maxabs,none,on,0.3522883193051927,0.15982777334871814,399,0.19246054595647458,0.6390451003138707,0.45368456627781895
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,none,smoteenn,off,0.33957644225831024,0.14724455219568683,240,0.1923318900626234,0.7879602886497334,0.4336123884697523
STRICT,config_random80,QuadraticDiscriminantAnalysis,none,undersample,off,0.34161006220656537,0.1495761913163349,120,0.19203387089023047,0.7598082621153318,0.43785651496965833
IMPUTED,config_random80,GaussianNB,maxabs,smote,on,0.3528635803140964,0.1615338207400328,1680,0.19132975957406362,0.8967077094071028,0.45777980429787
IMPUTED,config_random80,KNeighborsClassifier,maxabs,smoteenn,off,0.3458243696011005,0.155189852682202,1280,0.19063451691889852,0.7541127747914754,0.4487533740355241
IMPUTED,config_strat80,KNeighborsClassifier,standard,smoteenn,on,0.36228477756830546,0.1719049492398394,8960,0.19037982832846606,1.0340620250211963,0.47450226971633747
STRICT,config_strat80,KNeighborsClassifier,standard,smote,off,0.3123730212396886,0.12224940364784709,1280,0.1901236175918415,0.6825396825396826,0.39135711260430284
STRICT,config_strat80,LogisticRegression,maxabs,smoteenn,off,0.34943420630932176,0.15957354891360206,480,0.1898606573957197,0.7094390134677043,0.4566626450197791
STRICT,config_loo,QuadraticDiscriminantAnalysis,maxabs,smoteenn,off,0.29154952335356493,0.10185095901868965,24,0.18969856433487528,0.3724571581757743,0.34934359640565765
STRICT,config_strat80,SVC,maxabs,smote,off,0.40265900665197585,0.21302347451028736,480,0.1896355321416885,1.0494144710882942,0.5290418716360832
IMPUTED,config_strat80,SVC,maxabs,smote,off,0.4432252650047825,0.25377534690168296,480,0.18944991810309952,1.604217978116644,0.5725651648015703
STRICT,config_strat80,QuadraticDiscriminantAnalysis,standard,smote,on,0.34749340547229224,0.15891130250972865,1680,0.18858210296256359,0.9084961410963612,0.45730739060715675
STRICT,config_random80,QuadraticDiscriminantAnalysis,robust,none,off,0.35563857491744394,0.16719953612359928,60,0.18843903879384466,0.6169491844016599,0.4701389216915294
IMPUTED,config_random80,KNeighborsClassifier,none,none,off,0.35694717250649827,0.16913658684619373,320,0.18781058566030454,0.8066185212533917,0.4738420692857977
IMPUTED,config_strat80,SVC,maxabs,smoteenn,on,0.41909953651416815,0.2316427743569739,3360,0.18745676215719426,1.5320485473572738,0.5527154152534905
STRICT,config_random80,QuadraticDiscriminantAnalysis,robust,undersample,on,0.3482074160806604,0.16101314910130277,840,0.18719426697935765,0.90724613987349,0.4624058583060302
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,maxabs,undersample,on,0.3227617888860188,0.1361819717227826,84,0.1865798171632362,0.43971741857275387,0.42192718101111515
STRICT,config_random80,KNeighborsClassifier,maxabs,undersample,off,0.3625792414958265,0.17607712487924942,631,0.18650211661657706,0.7566444492037344,0.48562384363991834
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,standard,none,on,0.34726264726373274,0.16154125820815246,420,0.18572138905558028,0.8320502943378436,0.46518466492443694
STRICT,config_random80,KNeighborsClassifier,robust,undersample,off,0.35787110083891266,0.1723342547410006,632,0.18553684609791207,0.8344583052176276,0.4815539850438296
STRICT,config_strat80,GaussianNB,robust,undersample,off,0.37941711748995033,0.1939511683259702,120,0.18546594916398013,0.6533052580081484,0.5111819140081559
STRICT,config_strat80,GaussianNB,maxabs,undersample,off,0.37941711748995033,0.1939511683259702,120,0.18546594916398013,0.6533052580081484,0.5111819140081559
STRICT,config_strat80,GaussianNB,standard,undersample,off,0.37941711748995033,0.1939511683259702,120,0.18546594916398013,0.6533052580081484,0.5111819140081559
STRICT,config_strat80,GaussianNB,none,undersample,off,0.37941711748995033,0.19395116832597026,120,0.18546594916398007,0.6533052580081484,0.5111819140081562
STRICT,config_strat80,QuadraticDiscriminantAnalysis,standard,none,on,0.31640856549613855,0.1313441061922515,420,0.18506445930388704,0.6624967411335403,0.4151091990392227
IMPUTED,config_random80,KNeighborsClassifier,none,smote,off,0.35727765615444274,0.1724711211833758,1280,0.18480653497106694,0.8444116596943578,0.4827369364201734
IMPUTED,config_random80,LinearDiscriminantAnalysis,maxabs,none,on,0.3617461524376294,0.17706828027232285,140,0.18467787216530657,0.6522700424901697,0.4894821384530196
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,standard,smoteenn,on,0.3401093546052081,0.1554385389976267,1680,0.1846708156075814,1.0016048824045567,0.4570251799691206
IMPUTED,config_random80,RandomForestClassifier,robust,none,off,0.32998326674479883,0.1453184814878731,1440,0.18466478525692573,0.8032178228460665,0.44038136515649123
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,robust,smote,off,0.33564896758787827,0.15100724734990112,240,0.18464172023797715,0.7759348239861874,0.44989635581216264
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,none,smoteenn,off,0.3604262471589149,0.17604100357357183,240,0.18438524358534308,0.8523358266560969,0.4884244834032686
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,none,none,off,0.3332593520143854,0.1494099000561438,60,0.1838494519582416,0.5961243694338483,0.4483292041259638
STRICT,config_strat80,KNeighborsClassifier,robust,smote,off,0.31958665714284407,0.1359396999915243,1280,0.18364695715131976,0.7566444492037344,0.42536099975777153
IMPUTED,config_strat80,SVC,maxabs,smoteenn,off,0.426209796329552,0.24281424919012753,480,0.1833955471394245,1.4243383233609381,0.5697059318701811
STRICT,config_strat80,KNeighborsClassifier,robust,smote,on,0.3267308809258891,0.1433968391975946,8960,0.18333404172829448,0.9397221067036234,0.4388836426824334
STRICT,config_kfold,QuadraticDiscriminantAnalysis,maxabs,undersample,on,0.3310111213755449,0.14791207127119754,1680,0.18309905010434735,0.5439321261592893,0.44684924982742674
IMPUTED,config_random80,RandomForestClassifier,standard,none,off,0.32993865661496175,0.1472397607804992,1440,0.18269889583446255,0.8627326406872762,0.44626404887235727
IMPUTED,config_random80,RandomForestClassifier,none,none,off,0.32922747796227103,0.14660260788975835,1440,0.18262487007251269,0.8032178228460665,0.4452927465141861
STRICT,config_strat80,KNeighborsClassifier,standard,none,off,0.3018276164862171,0.11922523988920516,320,0.18260237659701192,0.5557868770911268,0.39501103735035314
STRICT,config_random80,KNeighborsClassifier,standard,smoteenn,off,0.33267447068979905,0.15020703275882624,1264,0.1824674379309728,0.6895828271676111,0.4515135545188443
STRICT,config_strat80,QuadraticDiscriminantAnalysis,standard,none,off,0.2903161546050731,0.10785029606643398,60,0.18246585853863911,0.5176816029711487,0.3714925757856858
IMPUTED,config_random80,SVC,standard,none,on,0.3534735411053829,0.17148963334527526,840,0.18198390776010767,0.8316355887813875,0.4851555021883467
IMPUTED,config_random80,RandomForestClassifier,maxabs,none,off,0.3293890158413295,0.14789699489287828,1440,0.18149202094845124,0.8032178228460665,0.4490040280035384
STRICT,config_random80,KNeighborsClassifier,maxabs,smoteenn,on,0.32866220276079805,0.1473665301288636,8834,0.18129567263193444,0.8597265985880568,0.4483829563940387
STRICT,config_strat80,QuadraticDiscriminantAnalysis,standard,smoteenn,off,0.3469731682261003,0.16572521789151362,240,0.18124795033458668,0.8575032355956238,0.4776312207044236
STRICT,config_random80,SVC,maxabs,smoteenn,on,0.39689711920829424,0.2163200697787422,3192,0.18057704942955202,1.3840424228299524,0.5450280672488731
STRICT,config_strat80,SVC,robust,none,on,0.35655019524409487,0.1765712078329335,840,0.17997898741116136,0.8065586650770644,0.4952211783590598
IMPUTED,config_strat80,KNeighborsClassifier,maxabs,undersample,on,0.38906277441011755,0.20909622553243767,4480,0.17996654887767988,1.0604499009879456,0.5374357026304086
IMPUTED,config_strat80,KNeighborsClassifier,maxabs,none,off,0.33336701589186646,0.1536938725688906,320,0.17967314332297585,0.8080762654835609,0.46103503118840033
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,robust,none,off,0.34841209204340007,0.16915763797719457,60,0.1792544540662055,0.686801988123018,0.48551023870929083
STRICT,config_strat80,SVC,maxabs,smoteenn,on,0.3868037367427973,0.20771427342090398,3360,0.1790894633218933,1.2495181317337043,0.5370017238458642
STRICT,config_strat80,GaussianNB,maxabs,smote,on,0.3815033426496643,0.20304046834177858,1680,0.1784628743078857,0.8265909174773388,0.5322115054919224
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,maxabs,undersample,on,0.32205830215590014,0.14455599999781382,1680,0.17750230215808632,0.571009409251859,0.44885040699195505
STRICT,config_strat80,KNeighborsClassifier,robust,undersample,on,0.33678567499795986,0.1597818935575636,4480,0.17700378144039627,1.0090822981770589,0.4744319768307589
STRICT,config_strat80,SVC,none,none,off,0.32521383651795166,0.14847817098711136,120,0.1767356655308403,0.5991446895152781,0.4565555161393492
IMPUTED,config_random80,LinearDiscriminantAnalysis,robust,none,on,0.3856285975869606,0.20918932581461885,140,0.17643927177234175,0.8630306967264949,0.5424632071469905
STRICT,config_kfold,QuadraticDiscriminantAnalysis,maxabs,smote,on,0.3086766442791124,0.1322649341830204,3360,0.176411710096092,0.5252839321276798,0.4284902555290949
IMPUTED,config_random80,KNeighborsClassifier,maxabs,none,off,0.336180307753264,0.15987735365036898,320,0.17630295410289504,0.8454928103317098,0.4755702519247774
STRICT,config_random80,KNeighborsClassifier,robust,smoteenn,on,0.335924743866842,0.16004636441147996,8846,0.17587837945536205,1.022810173879678,0.47643517583486233
IMPUTED,config_random80,GaussianNB,robust,smoteenn,on,0.34658179071410694,0.17127263416774186,1680,0.17530915654636509,0.8762867266415253,0.49417666697043394
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,maxabs,smoteenn,off,0.2943304995219554,0.11927452350176247,24,0.1750559760201929,0.35395612525625403,0.4052401082982746
STRICT,config_random80,GaussianNB,maxabs,smote,on,0.3630652817286655,0.18812593609523717,1596,0.1749393456334283,0.8845407765208992,0.5181600818439916
STRICT,config_random80,LogisticRegression,maxabs,undersample,off,0.37001856612215983,0.19560645966761914,240,0.1744121064545407,0.7925270806437588,0.5286395807583358
IMPUTED,config_kfold,QuadraticDiscriminantAnalysis,maxabs,smote,on,0.30339429078431096,0.12899070773499854,3360,0.17440358304931242,0.5029137833259775,0.42515865213396714
IMPUTED,config_loo,QuadraticDiscriminantAnalysis,maxabs,smote,off,0.2833943225250695,0.1090171165378281,24,0.17437720598724143,0.3382829245734495,0.3846834882451968
IMPUTED,config_random80,KNeighborsClassifier,standard,none,on,0.3327632303127391,0.1588311739153626,2240,0.17393205639737647,0.9650643835511474,0.4773098691405573
STRICT,config_random80,KNeighborsClassifier,maxabs,none,on,0.3570289402243381,0.18310443357174194,2208,0.17392450665259618,0.8988829790736081,0.5128559983308042
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,robust,smote,on,0.3383664083409407,0.16445081371845835,1680,0.17391559462248238,0.969170121585827,0.4860140063098592
IMPUTED,config_strat80,KNeighborsClassifier,maxabs,undersample,off,0.37500783192822484,0.20134673748396378,640,0.17366109444426106,0.8317163442156374,0.5369134197775923
STRICT,config_strat80,KNeighborsClassifier,standard,none,on,0.3210782808926342,0.1479452015382637,2240,0.17313307935437047,0.9881795650910459,0.46077611081932796
STRICT,config_random80,GaussianNB,robust,none,on,0.36673251589922384,0.1937379356269187,399,0.17299458027230513,0.7624221377791617,0.528281314657566
IMPUTED,config_strat80,SVC,maxabs,none,off,0.37836780293559874,0.20541117806311318,120,0.17295662487248556,0.687932430407656,0.5428875725402984
STRICT,config_strat80,SVC,maxabs,smote,on,0.39416699068676025,0.22171201966595727,3360,0.17245497102080298,1.4404145307851195,0.5624824627746394
STRICT,config_kfold,QuadraticDiscriminantAnalysis,maxabs,undersample,off,0.3190228177594667,0.14799379220886566,240,0.17102902555060107,0.5281388696000728,0.4638972009846906
STRICT,config_random80,GaussianNB,robust,undersample,on,0.3665778758726075,0.19555379000573794,798,0.17102408586686954,0.9403461120989443,0.5334576985592454
STRICT,config_random80,KNeighborsClassifier,maxabs,smote,on,0.35420218469104103,0.18407312184575422,8834,0.1701290628452868,1.1211323729436768,0.5196837563447418
IMPUTED,config_strat80,KNeighborsClassifier,standard,smote,on,0.3461690835948392,0.1762206885157187,8960,0.16994839507912052,1.2588369398610522,0.5090595806122585
STRICT,config_random80,QuadraticDiscriminantAnalysis,standard,smoteenn,off,0.32499378420780484,0.1553089450669316,240,0.16968483914087323,0.8021550310989114,0.47788281688373846
IMPUTED,config_strat80,QuadraticDiscriminantAnalysis,maxabs,undersample,on,0.37322796390228213,0.20458883435203382,840,0.16863912955024832,0.92783056924063,0.548160518876873
IMPUTED,config_random80,QuadraticDiscriminantAnalysis,standard,smote,on,0.3327948777886163,0.16440629878729127,1680,0.168388579001325,0.969170121585827,0.49401691480275245
STRICT,config_random80,KNeighborsClassifier,maxabs,smoteenn,off,0.3190142562798006,0.1509703841349379,1262,0.16804387214486272,0.7777451616873099,0.47324024291417555
STRICT,config_random80,KNeighborsClassifier,standard,undersample,off,0.35399348904385813,0.18615994642947803,632,0.1678335426143801,0.9838488045075465,0.5258852272461251
IMPUTED,config_random80,KNeighborsClassifier,none,undersample,off,0.3570410659221609,0.1899570055444823,640,0.1670840603776786,0.8726900154002458,0.5320312526343822
IMPUTED,config_strat80,KNeighborsClassifier,maxabs,smoteenn,off,0.34585362287713917,0.17910351984500766,1280,0.1667501030321315,0.7666209565901603,0.5178593138769354
